"program","facility_name","facility_oid","org_name","org_oid","cert_ehr","validator_keyid"
"MDCH_SYNDROMICIG","MidMichigan Medical Center - Midland","2.16.840.1.113883.3.1738.4","MidMichigan Health System","2.16.840.1.113883.3.1738","Cerner Millennium","5A"
"MDCH_SYNDROMICIG","MidMichigan Urgent Care- Alma","2.16.840.1.113883.3.5416.1.101.55","MidMichigan Physicians Group","2.16.840.1.113883.3.5416.1.101","Allscripts Touchworks","5A"
"MDCH_SYNDROMICIG","MidMichigan Urgent Care- Clare","2.16.840.1.113883.3.5416.1.101.53","MidMichigan Physicians Group","2.16.840.1.113883.3.5416.1.101","Allscripts Touchworks","5A"
"MDCH_SYNDROMICIG","MidMichigan Urgent Care- Freeland","2.16.840.1.113883.3.5416.1.101.54","MidMichigan Physicians Group","2.16.840.1.113883.3.5416.1.101","Allscripts Touchworks","5A"
"MDCH_SYNDROMICIG","MidMichigan Urgent Care- Gladwin","2.16.840.1.113883.3.5416.1.101.102","MidMichigan Physicians Group","2.16.840.1.113883.3.5416.1.101","Allscripts Touchworks","5A"
"MDCH_SYNDROMICIG","MidMichigan Urgent Care- Midland","2.16.840.1.113883.3.5416.1.101.52","MidMichigan Physicians Group","2.16.840.1.113883.3.5416.1.101","Allscripts Touchworks","5A"
"MDCH_SYNDROMICIG","MidMichigan Urgent Care- West Branch","2.16.840.1.113883.3.5416.1.101.91","MidMichigan Physicians Group","2.16.840.1.113883.3.5416.1.101","Allscripts Touchworks","5A"
"MDCH_SYNDROMICIG","MidMichigan Urgent Care-Houghton Lake","2.16.840.1.113883.3.3380.3.300.1","MidMichigan Health Services","2.16.840.1.113883.3.3380.3.300","eClinicalWorks","5A"
"MDCH_SYNDROMICIG","Munson Healthcare Cadillac Hospital","2.16.840.1.113883.3.3252","Munson Healthcare","2.16.840.1.113883.3.5416.1.33","Cerner Power Chart","5C"
"MDCH_SYNDROMICIG","Munson Healthcare Grayling Hospital","2.16.840.1.113883.3.3253","Munson Healthcare","2.16.840.1.113883.3.5416.1.33","Cerner Power Chart","5C"
"MDCH_SYNDROMICIG","Munson Medical Center","2.16.840.1.113883.3.1164","Munson Healthcare","2.16.840.1.113883.3.5416.1.33","Cerner Power Chart","5C"
"MDCH_SYNDROMICIG","North Ottawa Community Hospital","2.16.840.1.113883.3.1939.1","North Ottawa Community Health System","2.16.840.1.113883.3.1939","Meditech Client/Server","5F"
"MDCH_SYNDROMICIG","North Ottawa Urgent Care Center","2.16.840.1.113883.3.1939.2","North Ottawa Community Health System","2.16.840.1.113883.3.1939","Meditech Client/Server","5F"
"MDCH_SYNDROMICIG","Oaklawn Hospital ER","2.16.840.1.113883.3.1195.10018","Oaklawn Hospital","2.16.840.1.113883.3.1195","Cerner Millennium","82"
"MDCH_SYNDROMICIG","Oakwood Healthcare Center Canton","2.16.840.1.113883.3.5142","Oakwood Health System","2.16.840.1.113883.3.5423","Epic","81"
"MDCH_SYNDROMICIG","Orion Oxford Urgent Care","2.16.840.1.113883.3.1097.9.91500101","Beaumont Health System","2.16.840.1.113883.3.1097","EpicCare Ambulatory","38"
"MDCH_SYNDROMICIG","OSF St Francis Hospital ER","2.16.840.1.113883.3.5416.1.117","OSF Healthcare","2.16.840.1.113883.3.5416.1.359","Epic","61"
"MDCH_SYNDROMICIG","OSF St. Francis Walk-In Clinic Urgent Care","2.16.840.1.113883.3.5416.1.1575","OSF Healthcare","2.16.840.1.113883.3.5416.1.359","Epic","61"
"MDCH_SYNDROMICIG","Paul Oliver Memorial Hospital","2.16.840.1.113883.3.3254","Munson Healthcare","2.16.840.1.113883.3.5416.1.33","Cerner Power Chart","5C"
"MDCH_SYNDROMICIG","Portage Health Hancock ER","2.16.840.1.113883.17.3912.2","Portage Health System","2.16.840.1.113883.17.3912","Meditech Magic","63"
"MDCH_SYNDROMICIG","ProMedica Monroe Regional Hospital (Mercy Memorial)","2.16.840.1.113883.3.5416.1.134.1","ProMedica","2.16.840.1.113883.3.5416.1.81","Allscripts Sunrise","64"
"MDCH_SYNDROMICIG","Providence Park Hospital Novi","2.16.840.1.113883.17.3951","St. John Providence Health System","2.16.840.1.113883.3.4825","Cerner Millennium","68"
"MDCH_SYNDROMICIG","Providence Park Hospital Southfield","2.16.840.1.113883.17.3950","St. John Providence Health System","2.16.840.1.113883.3.4825","Cerner Millennium","68"
"MDCH_SYNDROMICIG","Scheurer Hospital","2.16.840.1.113883.3.4371.10","Scheurer Hospital","2.16.840.1.113883.3.4371","CPSI","65"
"MDCH_SYNDROMICIG","Schoolcraft Memorial Hospital","2.16.840.1.113883.3.5523.1","Schoolcraft Memorial Hospital","2.16.840.1.113883.3.5523","CPSI","66"
"MDCH_SYNDROMICIG","Shelby Urgent Care","2.16.840.1.113883.3.1097.9.90470102","Beaumont Health System","2.16.840.1.113883.3.1097","EpicCare Ambulatory","38"
"MDCH_SYNDROMICIG","Sheridan Hospital","2.16.840.1.113883.3.4655.100","Sheridan Community Hospital","2.16.840.1.113883.3.4655","CPSI","67"
"MDCH_SYNDROMICIG","Somerset Urgent Care","2.16.840.1.113883.3.1097.9.91580101","Beaumont Health System","2.16.840.1.113883.3.1097","EpicCare Ambulatory","38"
"MDCH_SYNDROMICIG","South Haven Community Hospital","2.16.840.1.113883.3.5023.1","South Haven Health System","2.16.840.1.113883.3.5023","Epic","68"
"MDCH_SYNDROMICIG","South Haven Health System Urgent Care","2.16.840.1.113883.3.5023.7","South Haven Health System","2.16.840.1.113883.3.5023","Epic","68"
"MDCH_SYNDROMICIG","Sparrow Carson Hospital","2.16.840.1.113883.3.3991.6","Sparrow Health System","2.16.840.1.113883.3.3991","GEMMS One","69"
"MDCH_SYNDROMICIG","Sparrow Clinton Memorial Hospital - ER","2.16.840.1.113883.3.3991.3","Sparrow Health System","2.16.840.1.113883.3.3991","EpicCare Inpatient","69"
"MDCH_SYNDROMICIG","Sparrow East Lansing Urgent Care","2.16.840.1.113883.3.3991.101","Sparrow Health System","2.16.840.1.113883.3.3991","EpicCare Ambulatory","69"
"MDCH_SYNDROMICIG","Sparrow Ionia Hospital - ER","2.16.840.1.113883.3.3991.4","Sparrow Health System","2.16.840.1.113883.3.3991","GEMMS One","69"
"MDCH_SYNDROMICIG","Sparrow Main Hospital - ER","2.16.840.1.113883.3.3991.1","Sparrow Health System","2.16.840.1.113883.3.3991","EpicCare Ambulatory","69"
"MDCH_SYNDROMICIG","Sparrow Mason Urgent Care","2.16.840.1.113883.3.3991.100","Sparrow Health System","2.16.840.1.113883.3.3991","EpicCare Ambulatory","69"
"MDCH_SYNDROMICIG","Spectrum Health Alpine Urgent Care","1.3.6.1.4.1.32898.1.4.2.1299","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","EpicCare Ambulatory","6A"
"MDCH_SYNDROMICIG","Spectrum Health Broadmoor Urgent Care","1.3.6.1.4.1.32898.1.4.2.1300","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","EpicCare Ambulatory","6A"
"MDCH_SYNDROMICIG","Spectrum Health East Beltline Urgent Care","1.3.6.1.4.1.32898.1.4.2.1411","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","EpicCare Ambulatory","6A"
"MDCH_SYNDROMICIG","Spectrum Health Gerber Memorial","1.3.6.1.4.1.32898.1.4.2.40","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","EpicCare Ambulatory","6A"
"MDCH_SYNDROMICIG","Spectrum Health Kelsey Lakeview","1.3.6.1.4.1.32898.1.4.2.60","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Cerner HealthSentry","6A"
"MDCH_SYNDROMICIG","Spectrum Health Ludington Hospital","1.3.6.1.4.1.32898.1.4.2.90","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Meditech","6A"
"MDCH_SYNDROMICIG","Spectrum Health Pennock Hospital","1.3.6.1.4.1.32898.1.4.2.100","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Meditech","62"
"MDCH_SYNDROMICIG","Spectrum Health Pennock Urgent Care","1.3.6.1.4.1.32898.1.4.2.1425","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Meditech","62"
"MDCH_SYNDROMICIG","Spectrum Health Plainfield Urgent Care","1.3.6.1.4.1.32898.1.4.2.1301","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","EpicCare Ambulatory","6A"
"MDCH_SYNDROMICIG","Spectrum Health Reed City Hospital","1.3.6.1.4.1.32898.1.4.2.30","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Cerner HealthSentry","6A"
"MDCH_SYNDROMICIG","Spectrum Health South Pavilion Urgent Care","1.3.6.1.4.1.32898.1.4.2.1302","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","EpicCare Ambulatory","6A"
"MDCH_SYNDROMICIG","Spectrum Health United Greenville","1.3.6.1.4.1.32898.1.4.2.50","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Cerner HealthSentry","6A"
"MDCH_SYNDROMICIG","Spectrum Health West Pavilion Urgent Care","1.3.6.1.4.1.32898.1.4.2.1303","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","EpicCare Ambulatory","6A"
"MDCH_SYNDROMICIG","Spectrum Health Zeeland Community Hospital","1.3.6.1.4.1.32898.1.4.2.70","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","Cerner HealthSentry","6A"
"MDCH_SYNDROMICIG","Spectrum Health Zeeland Community Hospital Urgent Care","1.3.6.1.4.1.32898.1.4.2.1304","Spectrum Health Systems","1.3.6.1.4.1.32898.1.4","EpicCare Ambulatory","6A"
"MDCH_SYNDROMICIG","St John Hospital and Medical Center Moross","2.16.840.1.113883.17.3943","St. John Providence Health System","2.16.840.1.113883.3.4825","Cerner Millennium","68"
"MDCH_SYNDROMICIG","St John River District Hospital","2.16.840.1.113883.17.3949","St. John Providence Health System","2.16.840.1.113883.3.4825","Cerner Millennium","68"
"MDCH_SYNDROMICIG","St Joseph Mercy Ann Arbor","2.16.840.1.113883.3.137.210","Trinity Health","2.16.840.1.113883.3.137","Cerner PowerChart Millennium","6E"
"MDCH_SYNDROMICIG","St Joseph Mercy Chelsea","2.16.840.1.113883.3.137.4.230","Trinity Health","2.16.840.1.113883.3.137","DrFirst Wellcentive","6E"
"MDCH_SYNDROMICIG","St Joseph Mercy Livingston","2.16.840.1.113883.3.137.4.220","Trinity Health","2.16.840.1.113883.3.137","DrFirst Wellcentive","6E"
"MDCH_SYNDROMICIG","St Joseph Mercy Oakland","2.16.840.1.113883.4.467","Trinity Health","2.16.840.1.113883.3.137","DrFirst Wellcentive","6E"
"MDCH_SYNDROMICIG","St. John Macomb-Oakland Hospital, Madison Heights","2.16.840.1.113883.17.3948","St. John Providence Health System","2.16.840.1.113883.3.4825","Cerner Millennium","68"
"MDCH_SYNDROMICIG","St. John Macomb-Oakland Hospital, Warren","2.16.840.1.113883.17.3945","St. John Providence Health System","2.16.840.1.113883.3.4825","Cerner Millennium","68"
"MDCH_SYNDROMICIG","St. Joseph Health System - Tawas","2.16.840.1.113883.3.44.21.300","St. Marys of Michigan","2.16.840.1.113883.3.44.21","Allscripts Sunrise","6C"
"MDCH_SYNDROMICIG","St. Joseph Mercy Port Huron","2.16.840.1.113883.4.468","Trinity Health","2.16.840.1.113883.3.137","DrFirst Wellcentive","6E"
"MDCH_SYNDROMICIG","St. Lawrence Hospital - ER","2.16.840.1.113883.3.3991.2","Sparrow Health System","2.16.840.1.113883.3.3991","GEMMS One","69"
"MDCH_SYNDROMICIG","St. Mary Mercy Livonia","2.16.840.1.113883.3.137.4.240","Trinity Health","2.16.840.1.113883.3.137","DrFirst Wellcentive","6E"
"MDCH_SYNDROMICIG","St. Marys of Michigan Saginaw","2.16.840.1.113883.3.44.21.100","St. Marys of Michigan","2.16.840.1.113883.3.44.21","Allscripts Sunrise","6C"
"MDCH_SYNDROMICIG","St. Marys of Michigan Standish Hospital","2.16.840.1.113883.3.44.21.200","St. Marys of Michigan","2.16.840.1.113883.3.44.21","Allscripts Sunrise","6C"
"MDCH_SYNDROMICIG","St. Marys of Michigan Towne Centre","2.16.840.1.113883.3.44.21.100.1","St. Marys of Michigan","2.16.840.1.113883.3.44.21","Allscripts Sunrise","6C"
"MDCH_SYNDROMICIG","Sturgis Hospital ER","2.16.840.1.113883.3.3571.1","Sturgis Hospital","2.16.840.1.113883.3.3571","Meditech Magic","6D"
"MDCH_SYNDROMICIG","Three Rivers Area Hospital","2.16.840.1.113883.3.891.10","Three Rivers Health Systems","2.16.840.1.113883.3.271.1662","McKesson Paragon","71"
"MDCH_SYNDROMICIG","University Hospital Emergency Department","2.16.840.1.113883.3.4220.4.10001.1","University of Michigan Health System","2.16.840.1.113883.3.4220","EpicCare Ambulatory","E7"
"MDCH_SYNDROMICIG","Valley Urgent Care","1.3.6.1.4.1.22812.3.7515502.9","St. Marys Saginaw Facility","1.3.6.1.4.1.22812.3.7515502","Allscripts Touchworks","6C"
"MDCH_SYNDROMICIG","War Memorial Community Care Clinic Urgent Care","2.16.840.1.113883.3.1145.1","Chippewa County War Memorial Hospital","2.16.840.1.113883.3.1145","Meditech Magic","3C"
"MDCH_SYNDROMICIG","War Memorial Hospital Emergency Department","2.16.840.1.113883.3.1145.2","Chippewa County War Memorial Hospital","2.16.840.1.113883.3.1145","Meditech Magic","3C"
"MDCH_SYNDROMICIG","West Branch Regional Medical Center ER","2.16.840.1.113883.3.5416.1.18.1","John Tolfree Health System","2.16.840.1.113883.3.5416.1.18","CPSI","4F"
